4,2,"[19, 7, 11, 6, 13, 2, 17, 10, 9, 18]"
5,3,"[6, 3, 14, 18, 4, 5, 2, 13, 1, 9]"
1,global_rounds,id_list
2,0,"[8, 2, 18, 1, 13, 4, 17, 3, 15, 0]"
3,1,"[16, 3, 18, 5, 8, 17, 19, 14, 0, 6]"
4,2,"[1, 6, 18, 17, 13, 0, 8, 7, 9, 14]"
5,3,"[17, 15, 18, 2, 19, 8, 6, 13, 4, 0]"
1,global_rounds,id_list
2,0,"[7, 8, 17, 15, 18, 11, 14, 16, 0, 5]"
3,1,"[18, 16, 1, 7, 17, 6, 11, 5, 0, 10]"
4,2,"[19, 0, 2, 9, 11, 10, 14, 6, 5, 13]"
5,3,"[7, 12, 19, 8, 18, 15, 9, 16, 14, 10]"
1,global_rounds,id_list
2,0,"[3, 4, 0, 8, 17, 11, 12, 14, 7, 19]"
3,1,"[12, 13, 4, 15, 11, 1, 18, 6, 10, 9]"
4,2,"[12, 13, 1, 17, 0, 7, 15, 6, 2, 5]"
5,3,"[11, 1, 3, 8, 15, 18, 17, 10, 13, 4]"
1,global_rounds,id_list
2,0,"[2, 10, 6, 17, 4, 5, 0, 15, 11, 14]"
3,1,"[3, 4, 10, 11, 5, 0, 7, 17, 2, 9]"
4,2,"[7, 14, 8, 11, 12, 6, 18, 10, 2, 4]"
5,3,"[14, 17, 11, 7, 5, 18, 19, 4, 12, 10]"
1,global_rounds,id_list
2,0,"[19, 5, 18, 13, 11, 6, 0, 15, 7, 14]"
3,1,"[11, 8, 6, 10, 2, 5, 13, 16, 0, 3]"
4,2,"[10, 18, 3, 12, 15, 7, 13, 0, 5, 19]"
5,3,"[14, 10, 1, 16, 18, 9, 11, 8, 3, 4]"
1,global_rounds,id_list
2,0,"[14, 0, 6, 18, 2, 12, 13, 3, 10, 15]"
3,1,"[13, 7, 14, 0, 18, 6, 15, 8, 5, 17]"
4,2,"[0, 5, 8, 7, 15, 16, 11, 13, 3, 4]"
5,3,"[16, 8, 5, 4, 12, 10, 17, 13, 19, 9]"
1,global_rounds,id_list
2,0,"[6, 4, 10, 0, 9, 19, 18, 1, 2, 16]"
3,1,"[16, 7, 17, 11, 9, 4, 15, 14, 8, 18]"
4,2,"[17, 6, 14, 9, 15, 2, 11, 8, 4, 0]"
5,3,"[18, 19, 8, 2, 15, 14, 10, 7, 16, 12]"
1,global_rounds,id_list
2,0,"[2, 3, 15, 5, 19, 4, 9, 0, 14, 10]"
3,1,"[2, 16, 8, 7, 0, 6, 9, 1, 5, 13]"
4,2,"[3, 18, 8, 6, 13, 1, 11, 0, 12, 9]"
5,3,"[17, 7, 19, 16, 5, 2, 6, 14, 4, 15]"
1,global_rounds,id_list
2,0,"[11, 10, 4, 8, 9, 2, 17, 1, 7, 0]"
3,1,"[16, 10, 8, 1, 15, 11, 4, 6, 19, 13]"
4,2,"[9, 1, 6, 17, 13, 10, 19, 16, 3, 14]"
5,3,"[7, 16, 3, 1, 9, 10, 15, 0, 6, 5]"
1,global_rounds,id_list
2,0,"[14, 3, 1, 9, 4, 0, 17, 18, 19, 7]"
3,1,"[12, 8, 15, 6, 14, 11, 10, 17, 3, 2]"
4,2,"[19, 4, 11, 14, 1, 13, 10, 0, 2, 18]"
5,3,"[4, 1, 13, 15, 7, 2, 16, 17, 5, 19]"
1,global_rounds,id_list
2,0,"[12, 13, 18, 4, 15, 8, 11, 7, 1, 14]"
3,1,"[15, 14, 10, 7, 17, 11, 1, 19, 6, 16]"
4,2,"[12, 7, 4, 3, 19, 9, 14, 17, 11, 15]"
5,3,"[8, 6, 11, 2, 15, 18, 10, 9, 5, 1]"
1,global_rounds,id_list
2,0,"[8, 18, 9, 13, 1, 4, 6, 11, 7, 3]"
3,1,"[11, 19, 4, 7, 3, 10, 13, 8, 12, 1]"
4,2,"[19, 8, 9, 17, 1, 13, 5, 18, 16, 4]"
5,3,"[2, 7, 17, 4, 10, 3, 8, 1, 5, 0]"
1,global_rounds,id_list
2,0,"[9, 0, 11, 12, 5, 18, 19, 13, 15, 10]"
3,1,"[14, 1, 11, 12, 15, 9, 0, 4, 19, 18]"
4,2,"[4, 14, 3, 11, 16, 13, 19, 1, 8, 17]"
5,3,"[11, 14, 16, 6, 9, 19, 8, 15, 7, 2]"
1,global_rounds,id_list
2,0,"[18, 3, 4, 14, 8, 2, 11, 5, 6, 1]"
3,1,"[9, 1, 7, 14, 3, 10, 13, 11, 15, 18]"
4,2,"[5, 9, 7, 15, 0, 2, 10, 6, 11, 12]"
5,3,"[1, 8, 4, 12, 15, 5, 9, 17, 14, 10]"
1,global_rounds,id_list
2,0,"[6, 14, 4, 3, 19, 1, 9, 17, 7, 16]"
3,1,"[10, 2, 3, 7, 18, 12, 0, 1, 4, 16]"
4,2,"[8, 16, 12, 5, 0, 6, 4, 3, 7, 1]"
5,3,"[6, 12, 1, 14, 15, 13, 8, 11, 2, 17]"
1,global_rounds,id_list
2,0,"[16, 12, 8, 19, 2, 7, 13, 1, 10, 15]"
3,1,"[2, 12, 7, 9, 6, 13, 1, 17, 18, 15]"
4,2,"[1, 2, 13, 9, 12, 7, 17, 19, 16, 11]"
5,3,"[14, 17, 1, 10, 18, 4, 9, 11, 13, 19]"
1,global_rounds,id_list
2,0,"[3, 1, 11, 9, 14, 0, 19, 15, 16, 7]"
3,1,"[5, 4, 11, 15, 9, 8, 7, 1, 17, 16]"
4,2,"[2, 11, 16, 15, 17, 8, 10, 12, 13, 14]"
5,3,"[5, 4, 19, 7, 8, 6, 2, 12, 0, 17]"
1,global_rounds,id_list
2,0,"[4, 2, 7, 19, 14, 6, 0, 13, 10, 8]"
3,1,"[2, 19, 4, 16, 13, 10, 12, 18, 8, 7]"
4,2,"[3, 0, 2, 9, 4, 18, 12, 19, 15, 11]"
5,3,"[14, 4, 13, 17, 8, 11, 9, 19, 16, 6]"
1,global_rounds,id_list
2,0,"[0, 14, 9, 3, 16, 10, 18, 11, 5, 4]"
3,1,"[1, 18, 7, 15, 19, 14, 17, 6, 8, 2]"
4,2,"[11, 3, 4, 17, 18, 0, 10, 19, 1, 2]"
5,3,"[12, 18, 8, 0, 14, 4, 7, 13, 11, 5]"
1,global_rounds,id_list
2,0,"[11, 16, 2, 13, 12, 15, 17, 4, 14, 10]"
3,1,"[5, 8, 3, 12, 9, 11, 18, 14, 2, 6]"
4,2,"[15, 1, 7, 19, 17, 9, 11, 13, 4, 0]"
5,3,"[8, 10, 7, 12, 6, 18, 9, 4, 13, 5]"
1,global_rounds,id_list
2,0,"[5, 10, 3, 15, 9, 8, 6, 2, 12, 11]"
3,1,"[7, 11, 12, 17, 19, 5, 4, 8, 1, 0]"
4,2,"[3, 7, 0, 11, 13, 16, 19, 12, 17, 1]"
5,3,"[9, 15, 5, 18, 17, 0, 6, 14, 19, 8]"
1,global_rounds,id_list
2,0,"[6, 11, 10, 17, 9, 1, 4, 2, 13, 16]"
3,1,"[3, 15, 12, 5, 19, 10, 4, 11, 14, 9]"
4,2,"[12, 18, 15, 17, 19, 9, 16, 7, 5, 1]"
5,3,"[13, 7, 17, 19, 5, 2, 18, 15, 10, 16]"
1,global_rounds,id_list
2,0,"[6, 0, 17, 16, 12, 14, 9, 18, 10, 7]"
3,1,"[1, 10, 6, 3, 9, 19, 4, 12, 11, 16]"
4,2,"[9, 15, 3, 10, 18, 19, 4, 17, 5, 8]"
5,3,"[17, 2, 7, 1, 13, 16, 12, 8, 10, 15]"
1,global_rounds,id_list
2,0,"[10, 8, 9, 13, 4, 6, 11, 3, 16, 1]"
3,1,"[11, 17, 9, 13, 8, 19, 10, 15, 7, 1]"
4,2,"[9, 16, 0, 5, 7, 15, 14, 11, 2, 18]"
5,3,"[10, 11, 6, 19, 12, 16, 3, 9, 2, 0]"
1,global_rounds,id_list
2,0,"[1, 18, 19, 10, 5, 12, 0, 14, 11, 4]"
3,1,"[7, 14, 6, 18, 13, 0, 3, 19, 15, 2]"
4,2,"[10, 13, 4, 2, 8, 17, 19, 15, 1, 14]"
5,3,"[2, 14, 10, 15, 1, 11, 17, 16, 4, 3]"
1,global_rounds,id_list
2,0,"[18, 14, 13, 11, 16, 7, 5, 17, 6, 12]"
3,1,"[5, 17, 4, 14, 9, 19, 18, 3, 10, 12]"
4,2,"[14, 18, 19, 3, 6, 17, 8, 5, 4, 1]"
5,3,"[13, 8, 11, 17, 12, 10, 9, 6, 2, 16]"
1,global_rounds,id_list
2,0,"[7, 2, 12, 1, 17, 0, 6, 18, 3, 5]"
3,1,"[0, 2, 5, 16, 3, 8, 12, 18, 9, 17]"
4,2,"[18, 11, 13, 6, 1, 9, 14, 19, 5, 4]"
5,3,"[10, 12, 4, 5, 17, 13, 14, 1, 15, 3]"
1,global_rounds,id_list
2,0,"[14, 16, 8, 13, 5, 2, 7, 15, 1, 6]"
3,1,"[0, 18, 1, 16, 9, 12, 5, 2, 15, 19]"
4,2,"[13, 3, 9, 4, 5, 6, 7, 2, 15, 11]"
5,3,"[11, 9, 0, 15, 12, 3, 16, 8, 19, 7]"
1,global_rounds,id_list
2,0,"[10, 7, 9, 18, 11, 5, 15, 16, 3, 1]"
3,1,"[12, 1, 9, 8, 7, 3, 4, 17, 10, 6]"
4,2,"[10, 11, 5, 0, 13, 1, 17, 6, 2, 9]"
5,3,"[15, 0, 18, 9, 4, 17, 8, 10, 5, 12]"
1,global_rounds,id_list
2,0,"[13, 14, 17, 2, 16, 19, 7, 1, 9, 15]"
3,1,"[7, 9, 10, 11, 16, 17, 13, 15, 18, 0]"
4,2,"[16, 6, 13, 14, 0, 10, 9, 3, 18, 4]"
5,3,"[0, 7, 1, 9, 18, 14, 3, 19, 17, 10]"
1,global_rounds,id_list
2,0,"[10, 8, 1, 9, 18, 19, 17, 5, 14, 3]"
3,1,"[6, 12, 11, 14, 19, 2, 18, 3, 16, 10]"
4,2,"[18, 8, 19, 5, 16, 4, 2, 14, 1, 13]"
5,3,"[5, 19, 14, 2, 4, 9, 18, 0, 7, 10]"
1,global_rounds,id_list
2,0,"[5, 16, 13, 17, 8, 15, 14, 1, 18, 7]"
3,1,"[14, 19, 6, 4, 0, 8, 18, 7, 13, 10]"
4,2,"[16, 14, 10, 15, 4, 7, 12, 9, 6, 18]"
5,3,"[14, 15, 0, 6, 11, 16, 3, 2, 8, 4]"
1,global_rounds,id_list
2,0,"[2, 4, 18, 15, 9, 12, 0, 10, 6, 13]"
3,1,"[7, 8, 5, 10, 6, 17, 1, 16, 9, 11]"
4,2,"[8, 14, 6, 3, 10, 1, 2, 19, 15, 11]"
5,3,"[4, 2, 18, 16, 7, 6, 12, 10, 17, 19]"
1,global_rounds,id_list
2,0,"[5, 1, 4, 17, 8, 9, 0, 7, 6, 16]"
3,1,"[4, 8, 12, 14, 10, 16, 15, 19, 18, 1]"
4,2,"[10, 7, 4, 18, 12, 0, 16, 17, 3, 14]"
5,3,"[17, 16, 18, 13, 7, 6, 10, 15, 8, 4]"
1,global_rounds,id_list
2,0,"[15, 6, 7, 12, 9, 16, 3, 18, 0, 19]"
3,1,"[18, 9, 17, 3, 2, 6, 16, 0, 12, 19]"
4,2,"[12, 7, 6, 3, 8, 0, 19, 11, 15, 9]"
5,3,"[2, 3, 1, 11, 10, 19, 6, 0, 17, 18]"
1,global_rounds,id_list
2,0,"[18, 9, 4, 8, 14, 7, 13, 2, 5, 6]"
3,1,"[1, 14, 16, 8, 6, 17, 13, 11, 12, 5]"
4,2,"[8, 5, 19, 1, 0, 2, 18, 11, 3, 15]"
5,3,"[9, 6, 10, 15, 11, 16, 1, 14, 19, 13]"
6,4,"[17, 19, 14, 4, 7, 8, 12, 15, 0, 2]"
7,5,"[3, 9, 2, 10, 1, 17, 6, 11, 5, 14]"
8,6,"[19, 4, 9, 10, 8, 2, 6, 15, 11, 14]"
9,7,"[12, 4, 16, 2, 1, 3, 18, 0, 19, 8]"
10,8,"[6, 5, 17, 8, 3, 1, 10, 7, 9, 13]"
11,9,"[3, 12, 19, 15, 7, 9, 13, 4, 14, 0]"
12,10,"[15, 11, 1, 4, 13, 2, 8, 16, 3, 0]"
13,11,"[17, 11, 16, 8, 9, 15, 1, 5, 14, 2]"
14,12,"[5, 14, 8, 19, 4, 10, 6, 1, 2, 12]"
15,13,"[1, 11, 18, 12, 13, 0, 17, 6, 15, 5]"
16,14,"[0, 10, 1, 12, 7, 11, 15, 14, 9, 16]"
17,15,"[8, 4, 3, 6, 16, 9, 14, 2, 1, 17]"
18,16,"[17, 3, 19, 18, 15, 14, 10, 9, 7, 0]"
19,17,"[10, 7, 4, 0, 18, 14, 15, 5, 12, 3]"
20,18,"[18, 5, 15, 4, 2, 10, 6, 17, 7, 1]"
21,19,"[11, 3, 12, 18, 10, 16, 13, 4, 9, 2]"
22,20,"[2, 0, 13, 12, 16, 19, 1, 10, 6, 5]"
23,21,"[15, 6, 7, 19, 17, 18, 1, 16, 10, 2]"
24,22,"[8, 12, 18, 5, 4, 14, 16, 11, 3, 0]"
25,23,"[0, 13, 15, 10, 3, 5, 19, 12, 11, 17]"
26,24,"[17, 10, 13, 11, 12, 0, 5, 6, 16, 7]"
27,25,"[8, 13, 6, 10, 15, 9, 17, 2, 19, 3]"
28,26,"[17, 2, 14, 5, 16, 6, 4, 18, 7, 12]"
29,27,"[12, 2, 16, 18, 0, 15, 19, 4, 6, 10]"
30,28,"[14, 1, 4, 15, 13, 9, 17, 16, 19, 10]"
31,29,"[16, 11, 9, 17, 7, 10, 2, 18, 6, 1]"
32,30,"[5, 18, 13, 0, 1, 10, 8, 7, 14, 3]"
33,31,"[1, 19, 13, 5, 16, 6, 12, 11, 0, 17]"
34,32,"[15, 4, 6, 5, 18, 8, 3, 19, 10, 0]"
35,33,"[0, 17, 14, 9, 7, 1, 5, 12, 13, 15]"
36,34,"[8, 1, 14, 13, 0, 2, 9, 16, 17, 12]"
37,35,"[11, 13, 1, 9, 2, 12, 14, 6, 10, 8]"
38,36,"[7, 15, 18, 2, 0, 17, 4, 1, 19, 5]"
39,37,"[9, 2, 10, 8, 0, 13, 19, 12, 7, 3]"
40,38,"[6, 10, 18, 13, 16, 0, 12, 2, 5, 3]"
41,39,"[8, 9, 11, 10, 17, 4, 0, 1, 6, 14]"
42,40,"[9, 11, 8, 1, 17, 5, 13, 3, 0, 14]"
43,41,"[6, 7, 14, 11, 13, 4, 12, 8, 9, 19]"
44,42,"[15, 18, 12, 7, 17, 11, 10, 16, 0, 8]"
45,43,"[0, 11, 6, 12, 2, 1, 17, 16, 19, 8]"
46,44,"[4, 9, 3, 14, 1, 16, 13, 18, 7, 17]"
47,45,"[13, 11, 18, 8, 3, 10, 5, 7, 19, 17]"
48,46,"[7, 9, 14, 1, 8, 10, 2, 16, 17, 13]"
49,47,"[14, 12, 0, 16, 8, 6, 19, 5, 11, 17]"
50,48,"[1, 15, 9, 0, 16, 6, 5, 18, 14, 17]"
51,49,"[4, 18, 6, 1, 9, 0, 8, 16, 14, 3]"
52,50,"[0, 13, 17, 12, 19, 16, 11, 10, 18, 2]"
53,51,"[1, 2, 7, 3, 6, 12, 15, 19, 17, 13]"
54,52,"[4, 0, 15, 13, 5, 18, 16, 19, 11, 3]"
55,53,"[14, 3, 12, 7, 0, 8, 5, 6, 11, 1]"
56,54,"[10, 16, 17, 7, 5, 1, 8, 9, 15, 12]"
57,55,"[9, 0, 12, 16, 10, 8, 5, 14, 19, 13]"
58,56,"[16, 17, 3, 12, 0, 14, 5, 7, 2, 6]"
59,57,"[1, 18, 12, 7, 5, 11, 15, 10, 13, 6]"
60,58,"[4, 1, 7, 3, 8, 19, 18, 15, 9, 0]"
61,59,"[18, 11, 5, 7, 3, 1, 15, 4, 17, 10]"
62,60,"[15, 10, 1, 11, 7, 19, 0, 17, 3, 6]"
63,61,"[7, 18, 5, 17, 10, 0, 12, 4, 15, 19]"
64,62,"[9, 7, 15, 5, 10, 18, 14, 0, 3, 19]"
65,63,"[10, 0, 7, 3, 16, 14, 11, 19, 18, 9]"
66,64,"[4, 7, 10, 11, 2, 14, 18, 9, 1, 19]"
67,65,"[5, 9, 0, 8, 10, 4, 14, 16, 6, 1]"
68,66,"[9, 18, 12, 13, 11, 15, 19, 3, 7, 2]"
69,67,"[17, 14, 0, 12, 1, 13, 6, 10, 19, 18]"
70,68,"[18, 9, 14, 11, 10, 6, 12, 3, 7, 8]"
71,69,"[9, 4, 19, 11, 15, 1, 5, 18, 6, 10]"
72,70,"[13, 12, 6, 9, 10, 16, 4, 0, 7, 1]"
73,71,"[13, 7, 17, 19, 6, 0, 18, 8, 12, 15]"
74,72,"[2, 1, 18, 12, 11, 17, 6, 9, 5, 0]"
75,73,"[8, 9, 19, 14, 7, 18, 0, 2, 12, 4]"
76,74,"[0, 13, 14, 19, 1, 6, 9, 7, 8, 18]"
77,75,"[12, 15, 5, 14, 13, 1, 19, 2, 0, 9]"
78,76,"[13, 8, 7, 0, 3, 6, 1, 10, 11, 4]"
79,77,"[6, 8, 18, 10, 4, 1, 9, 2, 15, 14]"
80,78,"[19, 2, 8, 13, 6, 16, 12, 5, 14, 0]"
81,79,"[7, 0, 10, 12, 4, 5, 15, 3, 19, 17]"
82,80,"[15, 17, 12, 0, 5, 6, 11, 14, 10, 2]"
83,81,"[8, 13, 14, 3, 12, 17, 7, 4, 19, 9]"
84,82,"[12, 11, 13, 15, 16, 7, 3, 19, 5, 14]"
85,83,"[13, 18, 10, 7, 2, 1, 4, 14, 17, 19]"
86,84,"[12, 19, 14, 10, 7, 6, 2, 1, 18, 11]"
87,85,"[14, 0, 8, 12, 10, 4, 9, 15, 6, 18]"
88,86,"[3, 14, 18, 9, 0, 13, 16, 12, 2, 4]"
89,87,"[4, 14, 15, 9, 18, 12, 3, 5, 10, 16]"
90,88,"[4, 8, 3, 7, 18, 19, 10, 1, 2, 12]"
91,89,"[3, 1, 7, 16, 17, 6, 4, 9, 0, 5]"
92,90,"[3, 13, 11, 14, 16, 9, 4, 12, 2, 17]"
93,91,"[19, 0, 11, 8, 16, 3, 9, 6, 12, 14]"
94,92,"[18, 13, 15, 3, 6, 5, 10, 8, 9, 14]"
95,93,"[17, 13, 10, 3, 7, 1, 5, 19, 6, 15]"
96,94,"[15, 1, 6, 9, 16, 13, 0, 17, 3, 19]"
97,95,"[3, 12, 1, 13, 17, 11, 19, 9, 16, 14]"
98,96,"[19, 4, 12, 18, 2, 10, 6, 3, 16, 1]"
99,97,"[3, 1, 11, 15, 17, 13, 4, 9, 16, 0]"
100,98,"[18, 14, 1, 15, 16, 6, 11, 17, 8, 13]"
101,99,"[15, 9, 10, 8, 5, 17, 13, 0, 19, 12]"
102,100,"[12, 14, 16, 10, 4, 7, 2, 6, 9, 3]"
1,global_rounds,id_list
2,0,"[12, 17, 7, 5, 9, 13, 4, 10, 11, 2]"
3,1,"[10, 18, 15, 11, 2, 9, 5, 4, 6, 19]"
1,global_rounds,id_list
2,0,"[11, 19, 3, 6, 12, 10, 5, 1, 14, 16]"
3,1,"[0, 15, 16, 18, 9, 1, 14, 6, 7, 5]"
1,global_rounds,id_list
2,0,"[7, 14, 8, 0, 1, 6, 4, 9, 10, 13]"
3,1,"[6, 9, 17, 13, 4, 0, 8, 3, 1, 18]"
1,global_rounds,id_list
2,0,"[7, 12, 1, 9, 17, 3, 14, 16, 15, 2]"
3,1,"[10, 18, 6, 16, 11, 3, 0, 13, 1, 14]"
4,2,"[19, 13, 4, 14, 10, 9, 11, 18, 2, 0]"
1,global_rounds,id_list
2,0,"[9, 13, 11, 10, 1, 15, 3, 18, 5, 19]"
3,1,"[8, 1, 16, 15, 17, 3, 11, 4, 0, 9]"
4,2,"[13, 10, 11, 17, 3, 14, 4, 15, 6, 18]"
1,global_rounds,id_list
2,0,"[1, 2, 3, 6, 7, 8, 10, 14, 17, 19]"
3,1,"[0, 1, 2, 3, 6, 8, 9, 11, 12, 13]"
4,2,"[1, 2, 3, 4, 8, 10, 12, 13, 16, 19]"
5,3,"[1, 2, 4, 7, 10, 11, 12, 13, 15, 19]"
6,4,"[0, 2, 4, 6, 9, 12, 15, 17, 18, 19]"
7,5,"[0, 1, 5, 7, 9, 10, 11, 14, 15, 17]"
8,6,"[0, 3, 4, 6, 10, 13, 14, 17, 18, 19]"
9,7,"[0, 2, 4, 9, 10, 11, 13, 15, 17, 18]"
10,8,"[3, 4, 7, 8, 9, 10, 13, 15, 17, 19]"
11,9,"[1, 3, 4, 6, 9, 11, 14, 15, 18, 19]"
12,10,"[0, 1, 3, 4, 6, 7, 13, 14, 15, 18]"
13,11,"[0, 1, 2, 3, 6, 7, 11, 14, 16, 19]"
14,12,"[0, 1, 5, 6, 8, 11, 13, 15, 18, 19]"
15,13,"[0, 2, 3, 8, 9, 10, 11, 14, 16, 18]"
16,14,"[0, 1, 2, 3, 6, 7, 10, 11, 12, 14]"
17,15,"[0, 2, 4, 7, 9, 10, 12, 13, 14, 17]"
18,16,"[2, 3, 4, 5, 6, 7, 12, 14, 18, 19]"
19,17,"[0, 2, 9, 10, 12, 13, 14, 17, 18, 19]"
20,18,"[0, 1, 2, 5, 6, 10, 12, 13, 16, 18]"
21,19,"[0, 2, 4, 6, 11, 12, 13, 16, 17, 18]"
22,20,"[1, 3, 4, 5, 8, 9, 11, 13, 14, 18]"
23,21,"[0, 5, 6, 12, 13, 15, 16, 17, 18, 19]"
24,22,"[0, 2, 8, 9, 10, 11, 14, 17, 18, 19]"
25,23,"[0, 2, 5, 8, 9, 11, 12, 16, 17, 19]"
26,24,"[2, 3, 4, 7, 8, 10, 12, 13, 14, 18]"
27,25,"[1, 2, 3, 5, 7, 9, 10, 13, 18, 19]"
28,26,"[0, 2, 3, 5, 6, 9, 10, 13, 16, 19]"
29,27,"[3, 6, 8, 9, 12, 13, 14, 15, 17, 19]"
30,28,"[0, 1, 3, 6, 7, 8, 12, 17, 18, 19]"
31,29,"[3, 4, 5, 7, 9, 11, 12, 13, 14, 15]"
32,30,"[2, 3, 5, 7, 8, 10, 16, 17, 18, 19]"
33,31,"[4, 6, 7, 8, 10, 11, 14, 15, 16, 18]"
34,32,"[0, 3, 4, 6, 8, 9, 10, 11, 13, 18]"
35,33,"[0, 1, 3, 4, 5, 8, 9, 11, 15, 19]"
36,34,"[0, 2, 4, 5, 6, 14, 15, 16, 17, 18]"
37,35,"[0, 4, 7, 8, 9, 10, 11, 14, 18, 19]"
38,36,"[0, 1, 3, 5, 7, 11, 15, 17, 18, 19]"
39,37,"[0, 2, 3, 4, 5, 6, 8, 16, 18, 19]"
40,38,"[0, 5, 8, 9, 10, 11, 12, 14, 15, 17]"
41,39,"[0, 3, 5, 7, 9, 13, 15, 16, 17, 18]"
42,40,"[0, 1, 6, 7, 8, 10, 11, 14, 18, 19]"
43,41,"[0, 4, 5, 6, 7, 11, 12, 16, 17, 18]"
44,42,"[0, 4, 5, 7, 10, 13, 15, 16, 17, 19]"
45,43,"[1, 4, 5, 7, 8, 12, 13, 14, 16, 18]"
46,44,"[1, 2, 3, 4, 6, 9, 13, 14, 17, 18]"
47,45,"[1, 3, 6, 10, 13, 14, 15, 16, 17, 18]"
48,46,"[0, 1, 4, 5, 7, 11, 12, 13, 14, 19]"
49,47,"[0, 3, 4, 6, 10, 11, 13, 15, 18, 19]"
50,48,"[2, 6, 7, 8, 9, 10, 11, 14, 16, 19]"
51,49,"[0, 2, 3, 5, 8, 10, 13, 16, 17, 18]"
52,50,"[0, 1, 2, 4, 5, 6, 7, 12, 16, 19]"
1,global_rounds,id_list
2,0,"[7, 16, 9, 13, 1, 11, 15, 14, 18, 6]"
3,1,"[8, 14, 15, 3, 7, 16, 13, 11, 19, 9]"
4,2,"[7, 0, 8, 2, 3, 16, 18, 5, 1, 11]"
5,3,"[1, 11, 16, 12, 7, 3, 4, 14, 13, 5]"
6,4,"[19, 4, 10, 12, 11, 17, 9, 18, 3, 0]"
7,5,"[12, 2, 5, 11, 17, 0, 7, 13, 4, 16]"
